CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,SD01_01,SD02,SD15,SD14_02,SD16,SD17_01,SD18,SD19,SD20,SD21_01,SD21_02,SD21_03,SD22_01,SD22_02,SD22_03,SD22_04,SD22_05,SD22_06,SD22_07,SD22_08,SD22_09,PS17_01,PS17_02,PS17_03,PS16,PS15,PS14,PS13,PS22,PS11,PS10,PS04_01,PS19_01,PS19_02,PS03,PS18,KO01_01,KO01_02,KO01_03,KO01_04,KO01_05,F008_01,F008_02,F008_03,F008_04,F008_05,F008_06,F008_07,F008_08,PP01_01,PP01_02,PP01_03,PP01_04,PP01_05,PP01_06,PP01_07,PP04_01,PP04_02,PP04_03,PP04_04,PP08_01,PP08_02,PP08_03,LG01_01,LG01_02,LG01_03,LG01_04,LG01_05,LG01_06,LG01_07,LG01_08,LG01_09,LG16_01,LG16_02,LG16_03,LG16_04,LG16_05,LG16_06,LG16_07,LG16_08,LG16_09,LG16_10,LG16_11,LG18_01,LG18_02,LG18_03,LG18_04,LG18_05,LG18_06,LG18_07,LG18_08,LG18_09,LG18_10,LG18_11,LG18_12,LG18_13,LG18_14,LG18_15,LG17_01,LG17_02,LG17_03,LG17_04,LG17_05,LG17_06,LG17_07,LG17_08,TP01_01,TP01_02,TP01_03,TP01_04,TP01_05,TP01_06,TP02_01,TP02_02,TP02_03,TP02_04,TP02_05,TP02_06,TP03_01,TP03_02,TP03_03,TP03_04,CV26_01,CV27_01,CV27_02,CV27_03,CV27_04,CV27_05,EP01,EP01_01,EP01_02,EP01_03,EP01_04,EP01_05,EP01_06,EP01_07,EP01_08,EP01_09,EP01_10,EP01_11,EP01_12,EP01_13,EP01_14,EP01_15,EP01_16,EP02_01,EP02_02,EP02_03,EP02_04,EP02_05,EP02_06,EP02_07,EP02_08,EP02_09,EP02_11,EP02_12,EP03_01,EP03_02,EP03_03,EP03_04,EP03_05,EP03_06,EP03_07,EP04_01,EP04_02,EP04_03,EP04_04,EP05_01,EP05_02,EP05_03,EP05_04,EP05_05,EP05_06,EP06_01,EP06_02,EP06_03,EP06_04,BP01_01,BP01_02,BP01_03,BP01_04,BP01_05,BP01_06,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME016,TIME017,TIME018,TIME019,TIME020,TIME021,TIME022,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI,DEG_TIME
342,,,base,interview,2022-01-24 19:40:28,47,weiblich,mit meinem*meiner Partner*in.,1,erwerbstätig.,35,Deutsch,der oberen Mittelschicht,der oberen Mittelschicht,9.0,9.0,8.0,Trifft eher zu,Trifft eher zu,Trifft überhaupt nicht zu,Trifft eher zu,Weder noch,Weder noch,Weder noch,Trifft voll und ganz zu,Trifft eher nicht zu,äußerst wichtig,5.0,,,PuP,IP,WiSe 2018/19,IP,Vertiefungspraktikum A,ja,50,15.0,10,ASO,Jänner 2022,5.0,5.0,5.0,5.0,trifft voll zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,5.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,2.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft gar nicht zu,trifft voll und ganz zu,trifft voll zu,trifft voll zu,trifft voll zu,sehr häufig,nie,nie,3.0,3.0,2.0,3.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,,sehr häufig,4.0,5.0,5.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,5.0,sehr häufig,5.0,sehr häufig,sehr häufig,5.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,sehr häufig,5.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,trifft voll und ganz zu,4.0,5.0,2.0,trifft voll und ganz zu,4.0,trifft voll und ganz zu,4.0,5.0,2.0,trifft voll und ganz zu,4.0,5.0,2.0,4.0,,A,W,D,14,B,2.0,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,5.0,5.0,sehr häufig,5.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,sehr häufig,4.0,4.0,5.0,5.0,3.0,3.0,sehr häufig,3.0,3.0,5.0,2.0,4.0,5.0,sehr häufig,5.0,3.0,5.0,5.0,2.0,trifft voll und ganz zu,5.0,4.0,19.0,37.0,15.0,43.0,21.0,37.0,70.0,61.0,48.0,43.0,60.0,137.0,50.0,42.0,89.0,25.0,40.0,35.0,78.0,22.0,976.0,,2022-01-24 19:56:44,ausgefüllt,Teilnehmer,22.0,22.0,2.0,1.0,,8.0
379,,,base,interview,2022-01-25 10:56:26,18,weiblich,bei meinen Eltern.,,nicht erwerbstätig.,,Deutsch,der Mittelschicht,der Arbeiterschicht,5.0,7.0,5.0,Trifft überhaupt nicht zu,Weder noch,Trifft eher nicht zu,Trifft eher zu,Trifft überhaupt nicht zu,Trifft eher zu,Trifft eher nicht zu,Trifft eher zu,Trifft eher nicht zu,äußerst wichtig,äußerst wichtig,,,PuP,GS,WiSe 2021/22,,Einführungspraktikum A,ja,19,4.0,0,AHS,,5.0,5.0,5.0,5.0,5.0,trifft zu,trifft zu,trifft zu,5.0,trifft zu,trifft zu,trifft zu,trifft nicht zu,4.0,5.0,trifft voll und ganz zu,4.0,4.0,trifft voll und ganz zu,4.0,5.0,5.0,trifft gar nicht zu,trifft voll und ganz zu,trifft voll zu,3.0,3.0,,sehr häufig,4.0,4.0,5.0,5.0,sehr häufig,,sehr häufig,,5.0,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,4.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,2.0,2.0,2.0,2.0,trifft gar nicht zu,trifft gar nicht zu,4.0,2.0,5.0,4.0,,P,M,S,26,g,7.0,ausgewählt,ausgewählt,nicht gewählt,nicht gewählt,ausgewählt,ausgewählt,nicht gewählt,ausgewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,5.0,4.0,2.0,2.0,5.0,sehr häufig,sehr häufig,4.0,5.0,2.0,4.0,4.0,,,,,,,5.0,2.0,sehr häufig,4.0,4.0,sehr häufig,4.0,4.0,5.0,3.0,5.0,5.0,4.0,sehr häufig,4.0,,,,,,3.0,32.0,175.0,75.0,58.0,41.0,45.0,469.0,146.0,170.0,59.0,45.0,62.0,38.0,48.0,249.0,124.0,261.0,46.0,196.0,93.0,1161.0,,2022-01-25 11:37:01,ausgefüllt,Teilnehmer,22.0,22.0,30.0,27.0,,4.0
237,,,base,interview,2022-01-24 13:25:19,21,weiblich,alleine.,0,erwerbstätig.,20,Deutsch,der Mittelschicht,der Mittelschicht,6.0,7.0,7.0,Trifft eher nicht zu,Trifft eher zu,Weder noch,Trifft eher zu,Trifft eher nicht zu,Trifft voll und ganz zu,Weder noch,Trifft eher zu,Weder noch,äußerst wichtig,4.0,,,PuP,EN,WiSe 2018/19,PuP,Vertiefungspraktikum B,ja,60,15.0,11,AHS,Jänner 2022,5.0,trifft voll zu,5.0,trifft voll zu,5.0,3.0,5.0,5.0,5.0,5.0,5.0,trifft zu,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,2.0,trifft voll und ganz zu,trifft voll zu,trifft voll zu,trifft voll zu,2.0,3.0,2.0,nie,4.0,2.0,3.0,3.0,5.0,3.0,sehr häufig,5.0,5.0,3.0,sehr häufig,2.0,4.0,sehr häufig,sehr häufig,sehr häufig,5.0,4.0,3.0,nie,5.0,2.0,nie,4.0,sehr häufig,5.0,sehr häufig,5.0,nie,5.0,nie,nie,4.0,5.0,3.0,2.0,sehr häufig,sehr häufig,4.0,5.0,trifft voll und ganz zu,5.0,trifft gar nicht zu,trifft gar nicht zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,4.0,trifft voll und ganz zu,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,,M,S,R,16,G,2.0,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,sehr häufig,5.0,5.0,3.0,sehr häufig,sehr häufig,sehr häufig,4.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,sehr häufig,sehr häufig,2.0,5.0,5.0,4.0,5.0,sehr häufig,5.0,2.0,2.0,2.0,trifft gar nicht zu,5.0,5.0,16.0,17.0,39.0,12.0,35.0,11.0,29.0,73.0,50.0,47.0,52.0,64.0,64.0,95.0,91.0,115.0,33.0,105.0,69.0,87.0,39.0,1143.0,,2022-01-24 13:44:22,ausgefüllt,Teilnehmer,22.0,22.0,2.0,0.0,,3.0
481,,,base,interview,2022-02-04 13:36:11,24,männlich,mit anderen Personen zusammen.,,nicht erwerbstätig.,,Deutsch,der oberen Mittelschicht,der Mittelschicht,8.0,8.0,8.0,Trifft eher zu,Weder noch,Trifft überhaupt nicht zu,Trifft eher zu,Trifft eher zu,Weder noch,Trifft eher nicht zu,Trifft eher zu,Weder noch,,,,,PH,MA,WiSe 2018/19,PH,Vertiefungspraktikum A,ja,40,20.0,10,"BMHS (z. B. HTL, HAK, ...)",Dezember 2021,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,trifft zu,trifft zu,trifft zu,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,trifft voll und ganz zu,3.0,3.0,3.0,2.0,4.0,nie,5.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,5.0,4.0,3.0,2.0,3.0,5.0,2.0,sehr häufig,nie,nie,3.0,nie,5.0,nie,nie,nie,nie,5.0,5.0,nie,nie,nie,3.0,nie,nie,5.0,4.0,5.0,3.0,5.0,4.0,5.0,trifft voll und ganz zu,3.0,3.0,3.0,trifft voll und ganz zu,5.0,3.0,3.0,5.0,5.0,trifft voll und ganz zu,4.0,5.0,2.0,3.0,,H,F,S,09,B,3.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,5.0,5.0,sehr häufig,5.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,5.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,nie,5.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,2.0,2.0,5.0,3.0,6.0,21.0,36.0,19.0,52.0,12.0,31.0,78.0,60.0,59.0,57.0,60.0,67.0,96.0,55.0,107.0,57.0,52.0,56.0,110.0,41.0,1132.0,,2022-02-04 13:55:03,ausgefüllt,Teilnehmer,22.0,22.0,4.0,2.0,,1.0
119,,,base,interview,2022-01-24 11:18:22,22,weiblich,bei meinen Eltern.,0,nicht erwerbstätig.,0,Deutsch,der Mittelschicht,der Arbeiterschicht,6.0,5.0,8.0,Weder noch,Trifft eher zu,Trifft überhaupt nicht zu,Trifft eher nicht zu,Trifft überhaupt nicht zu,Trifft eher zu,Trifft überhaupt nicht zu,Trifft voll und ganz zu,Trifft eher nicht zu,äußerst wichtig,6.0,,Kein Erweiterungsfach,BU,DE,WiSe 2019/20,BU,Fachpraktikum B,ja,52,17.0,6,MS,Dezember 2021,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,5.0,5.0,trifft voll und ganz zu,5.0,4.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft gar nicht zu,trifft voll und ganz zu,trifft voll zu,3.0,trifft voll zu,3.0,5.0,2.0,3.0,sehr häufig,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,sehr häufig,2.0,4.0,4.0,2.0,4.0,2.0,nie,3.0,5.0,4.0,2.0,nie,nie,5.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,3.0,3.0,3.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,,M,A,K,16,B,6.0,nicht gewählt,ausgewählt,ausgewählt,nicht gewählt,ausgewählt,ausgewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,sehr häufig,4.0,3.0,5.0,3.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,2.0,13.0,19.0,4.0,43.0,11.0,69.0,251.0,127.0,100.0,56.0,166.0,105.0,204.0,79.0,238.0,32.0,118.0,73.0,129.0,67.0,1192.0,,2022-01-24 11:50:08,ausgefüllt,Teilnehmer,22.0,22.0,1.0,0.0,,17.0
242,,,base,interview,2022-01-24 13:35:44,21,weiblich,bei meinen Eltern.,0,nicht erwerbstätig.,,Deutsch,der Mittelschicht,der Mittelschicht,7.0,7.0,7.0,Trifft eher zu,Weder noch,Trifft überhaupt nicht zu,Weder noch,Trifft voll und ganz zu,Weder noch,Trifft eher nicht zu,Trifft voll und ganz zu,Trifft eher zu,äußerst wichtig,äußerst wichtig,,Kein Erweiterungsfach,PH,MA,WiSe 2018/19,PH,Vertiefungspraktikum A,ja,60,25.0,13,AHS,November 2021,3.0,4.0,3.0,4.0,4.0,2.0,5.0,trifft nicht zu,trifft zu,trifft zu,trifft zu,trifft zu,5.0,trifft voll und ganz zu,5.0,5.0,4.0,4.0,3.0,3.0,trifft voll und ganz zu,5.0,3.0,trifft voll und ganz zu,trifft voll zu,3.0,3.0,3.0,5.0,5.0,nie,2.0,2.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,nie,nie,nie,4.0,5.0,4.0,2.0,3.0,2.0,2.0,nie,5.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,nie,2.0,2.0,4.0,4.0,sehr häufig,5.0,sehr häufig,5.0,sehr häufig,4.0,5.0,2.0,5.0,trifft voll und ganz zu,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,,M,A,V,3,B,3.0,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,2.0,5.0,5.0,4.0,5.0,sehr häufig,sehr häufig,5.0,5.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,5.0,3.0,3.0,5.0,5.0,sehr häufig,5.0,5.0,5.0,5.0,4.0,sehr häufig,3.0,5.0,5.0,4.0,4.0,trifft voll und ganz zu,5.0,4.0,trifft voll und ganz zu,trifft voll und ganz zu,4.0,20.0,40.0,10.0,34.0,9.0,63.0,71.0,33.0,47.0,39.0,38.0,64.0,50.0,32.0,327.0,29.0,108.0,135.0,102.0,115.0,964.0,,2022-01-24 13:58:36,ausgefüllt,Teilnehmer,22.0,22.0,2.0,1.0,,8.0
111,,,base,interview,2022-01-24 11:14:23,,männlich,bei meinen Eltern.,0,nicht erwerbstätig.,0,Deutsch,der Mittelschicht,der Mittelschicht,7.0,9.0,7.0,Trifft eher zu,Trifft voll und ganz zu,Trifft voll und ganz zu,Trifft eher zu,Trifft eher zu,Trifft eher zu,,Trifft eher nicht zu,Trifft voll und ganz zu,6.0,6.0,,Kein Erweiterungsfach,GS,BE,WiSe 2021/22,MA,Einführungspraktikum A,ja,20,4.0,0,"BMHS (z. B. HTL, HAK, ...)",November 2021,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,trifft zu,trifft zu,trifft zu,trifft zu,trifft voll und ganz zu,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,3.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,sehr häufig,5.0,5.0,3.0,5.0,sehr häufig,sehr häufig,4.0,5.0,4.0,5.0,5.0,4.0,sehr häufig,5.0,4.0,5.0,3.0,3.0,sehr häufig,4.0,4.0,4.0,sehr häufig,4.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,sehr häufig,3.0,4.0,5.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,P,C,L,1,B,6.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,ausgewählt,ausgewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,4.0,5.0,sehr häufig,5.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,4.0,5.0,5.0,5.0,sehr häufig,5.0,5.0,4.0,5.0,5.0,5.0,3.0,sehr häufig,4.0,5.0,5.0,5.0,sehr häufig,sehr häufig,sehr häufig,5.0,4.0,sehr häufig,sehr häufig,5.0,4.0,5.0,5.0,5.0,5.0,2.0,16.0,199.0,21.0,35.0,18.0,25.0,54.0,21.0,42.0,20.0,24.0,35.0,90.0,27.0,52.0,40.0,39.0,34.0,59.0,35.0,888.0,,2022-01-24 11:29:11,ausgefüllt,Teilnehmer,22.0,22.0,2.0,1.0,,23.0
254,,,base,interview,2022-01-24 14:35:49,24,divers/andere,mit anderen Personen zusammen.,0,nicht erwerbstätig.,,Deutsch,der Mittelschicht,der Mittelschicht,4.0,6.0,4.0,Weder noch,Trifft eher zu,Weder noch,Trifft eher nicht zu,Trifft überhaupt nicht zu,Weder noch,Trifft eher nicht zu,Weder noch,Trifft voll und ganz zu,äußerst wichtig,5.0,,,GS,EN,WiSe 2021/22,MA,Einführungspraktikum A,ja,30,15.0,15,MS,November 2021,3.0,4.0,3.0,3.0,5.0,5.0,trifft zu,trifft zu,3.0,trifft zu,trifft zu,5.0,4.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,4.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,2.0,trifft voll und ganz zu,3.0,trifft voll zu,trifft voll zu,nie,5.0,sehr häufig,nie,4.0,4.0,5.0,2.0,3.0,2.0,3.0,4.0,3.0,nie,4.0,4.0,nie,4.0,nie,sehr häufig,nie,5.0,3.0,nie,5.0,2.0,3.0,2.0,4.0,2.0,nie,4.0,nie,nie,nie,3.0,nie,5.0,5.0,5.0,nie,sehr häufig,4.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,4.0,3.0,2.0,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,5.0,5.0,trifft voll und ganz zu,5.0,,G,F,K,01,B,2.0,ausgewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,4.0,2.0,sehr häufig,5.0,sehr häufig,sehr häufig,sehr häufig,4.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,sehr häufig,4.0,5.0,5.0,sehr häufig,5.0,sehr häufig,5.0,sehr häufig,sehr häufig,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,trifft voll und ganz zu,4.0,4.0,5.0,5.0,3001.0,29.0,51.0,99.0,37.0,22.0,91.0,58.0,33.0,41.0,59.0,53.0,48.0,112.0,52.0,113.0,51.0,74.0,42.0,62.0,40.0,1091.0,,2022-01-24 15:45:17,ausgefüllt,Teilnehmer,22.0,22.0,2.0,1.0,,3.0
315,,,base,interview,2022-01-24 18:38:02,25,weiblich,alleine.,,erwerbstätig.,"7,5",Deutsch,der oberen Mittelschicht,der oberen Mittelschicht,7.0,7.0,8.0,Trifft überhaupt nicht zu,Trifft voll und ganz zu,Weder noch,Trifft eher zu,Trifft voll und ganz zu,Trifft voll und ganz zu,Weder noch,Trifft eher zu,Trifft eher nicht zu,,,,,EN,DE,WiSe 2021/22,,Einführungspraktikum A,ja,21,4.0,17,MS,,5.0,trifft voll zu,4.0,5.0,5.0,5.0,5.0,trifft zu,trifft zu,trifft zu,trifft zu,4.0,4.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft gar nicht zu,4.0,trifft voll zu,trifft voll zu,trifft voll zu,nie,sehr häufig,sehr häufig,2.0,nie,sehr häufig,sehr häufig,sehr häufig,4.0,nie,nie,nie,nie,nie,nie,4.0,3.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,2.0,nie,2.0,nie,nie,4.0,nie,nie,5.0,5.0,4.0,nie,sehr häufig,4.0,trifft voll und ganz zu,trifft voll und ganz zu,3.0,4.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,2.0,5.0,trifft voll und ganz zu,4.0,trifft voll und ganz zu,trifft voll und ganz zu,3.0,,A,M,S,12,B,3.0,ausgewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,sehr häufig,5.0,sehr häufig,4.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,5.0,3.0,3.0,4.0,2.0,4.0,sehr häufig,3.0,2.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,3.0,sehr häufig,4.0,sehr häufig,sehr häufig,4.0,sehr häufig,sehr häufig,sehr häufig,trifft voll und ganz zu,trifft voll und ganz zu,4.0,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,6.0,15.0,54.0,18.0,13.0,11.0,64.0,60.0,41.0,40.0,46.0,43.0,49.0,62.0,42.0,107.0,37.0,58.0,43.0,66.0,24.0,899.0,,2022-01-24 18:53:01,ausgefüllt,Teilnehmer,22.0,22.0,5.0,3.0,,10.0
503,,,base,interview,2022-02-07 11:59:15,35,weiblich,mit anderen Personen zusammen.,2,erwerbstätig.,12,Deutsch,der Mittelschicht,der Mittelschicht,6.0,5.0,4.0,Trifft eher nicht zu,Trifft eher zu,Trifft überhaupt nicht zu,Weder noch,Trifft überhaupt nicht zu,Weder noch,Trifft eher nicht zu,Trifft eher zu,Trifft überhaupt nicht zu,äußerst wichtig,5.0,,,GW,DE,WiSe 2017/18,DE,Vertiefungspraktikum B,ja,25,5.0,12,AHS,Dezember 2021,5.0,5.0,2.0,2.0,2.0,trifft nicht zu,3.0,5.0,trifft zu,5.0,5.0,trifft zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft gar nicht zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,3.0,2.0,5.0,2.0,nie,5.0,2.0,5.0,3.0,5.0,4.0,trifft voll und ganz zu,3.0,5.0,3.0,4.0,trifft voll und ganz zu,5.0,3.0,4.0,2.0,3.0,trifft voll und ganz zu,2.0,3.0,3.0,3.0,"der fragebogen ist zu lang, wollte zwischendurch fast abbrechne",J,J,M,12,b,5.0,ausgewählt,ausgewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,3.0,4.0,3.0,4.0,5.0,5.0,5.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,3.0,2.0,5.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,24.0,46.0,16.0,46.0,13.0,80.0,183.0,96.0,41.0,32.0,43.0,38.0,36.0,24.0,72.0,42.0,34.0,43.0,50.0,64.0,1028.0,,2022-02-07 12:16:24,ausgefüllt,Teilnehmer,22.0,22.0,1.0,0.0,,11.0
148,,,base,interview,2022-01-24 12:10:21,19,weiblich,bei meinen Eltern.,,nicht erwerbstätig.,,Deutsch,der Mittelschicht,der Mittelschicht,6.0,6.0,7.0,Trifft eher nicht zu,Trifft eher zu,Trifft eher nicht zu,Weder noch,Weder noch,Trifft eher zu,Weder noch,Trifft eher zu,Weder noch,4.0,6.0,,,EH,EN,WiSe 2021/22,Sonstiges,Einführungspraktikum A,ja,21,,0,MS,November 2021,5.0,trifft voll zu,4.0,5.0,4.0,5.0,5.0,4.0,trifft zu,trifft zu,trifft zu,5.0,5.0,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,4.0,5.0,5.0,trifft voll und ganz zu,5.0,trifft gar nicht zu,trifft voll und ganz zu,trifft voll zu,3.0,trifft voll zu,,5.0,4.0,,5.0,3.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,5.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,M,M,L,30,B,4.0,ausgewählt,ausgewählt,ausgewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,5.0,5.0,5.0,5.0,sehr häufig,sehr häufig,sehr häufig,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,sehr häufig,4.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,trifft gar nicht zu,,,,,,11.0,34.0,37.0,14.0,49.0,15.0,32.0,80.0,41.0,42.0,36.0,38.0,28.0,44.0,30.0,44.0,38.0,56.0,49.0,70.0,54.0,842.0,,2022-01-24 12:24:23,ausgefüllt,Teilnehmer,22.0,22.0,38.0,35.0,,10.0
