CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,D001_01,D002,D015,D014,D016,D017_01,D018,PS17_01,PS17_02,PS17_03,PS16,PS15,PS14,PS13,PS12,PS11,PS11_05,PS11_01,PS11_02,PS11_03,PS11_04,PS10,PS09,PS08_01,PS07,PS06,PS04_01,PS19_01,PS20_01,PS03,PS02_01,PS18,KO01_01,KO01_02,KO01_03,KO01_04,KO01_05,F008_06,F008_03,F008_05,F008_07,F008_08,F004_01,PP01_01,PP01_02,PP01_03,PP01_04,PP01_05,PP01_06,PP01_07,PP04_01,PP04_02,PP04_03,PP04_04,PP06_01,PP06_02,PP06_03,PP06_04,PP05_01,PP05_02,PP05_03,PP05_04,PP05_05,PP08_01,PP08_02,PP08_03,LG01_01,LG01_02,LG01_03,LG01_04,LG01_05,LG01_06,LG01_07,LG01_08,LG01_09,LG01_10,LG13_25,LG13_11,LG13_23,LG13_12,LG13_14,LG13_29,LG13_24,LG13_13,LG13_15,LG13_20,LG15_32,LG15_33,LG15_30,LG15_31,LG15_28,LG15_27,LG15_16,LG15_17,VP01_01,VP01_02,VP01_03,VP01_04,VP01_05,VP01_06,VP01_07,VP01_08,VP01_09,VP01_10,VP01_11,VP01_12,VP01_13,VP01_14,VP02_01,VP02_02,VP02_03,VP02_04,VP02_05,VP02_06,VP02_07,VP02_08,VP02_09,VP02_10,VP02_11,VP02_12,VP03_01,VP03_02,VP03_03,VP03_04,VP03_05,VP03_06,VP03_07,VP03_08,VP03_09,VP03_10,VP03_11,VP03_12,VP03_13,VP03_14,VP03_15,VP03_16,VP04_01,VP04_02,VP04_03,VP04_04,VP04_05,VP04_06,VP04_07,FP01_01,FP01_02,FP01_03,FP01_04,FP01_05,FP01_06,FP01_07,FP01_08,FP01_09,FP01_10,FP01_11,FP01_12,FP01_13,FP02_01,FP02_02,FP02_03,FP02_04,FP02_05,FP02_06,FP02_07,FP02_08,FP02_09,FP02_10,FP02_11,FP02_12,FP02_13,FP02_14,FP02_15,FP02_16,FP02_17,FP02_18,FP02_19,FP02_20,FP03_01,FP03_02,FP03_03,FP03_04,FP03_05,FP03_06,FP03_07,TP01_01,TP01_02,TP01_03,TP01_04,TP01_05,TP01_06,TP02_01,TP02_02,TP02_03,TP02_04,TP02_05,TP02_06,CV22_01,CV22_02,CV22_03,CV22_04,CV22_05,CV22_06,CV22_07,CV22_08,CV22_09,CV22_10,CV22_11,CV22_12,CV25_01,CV26_01,CV27_01,CV27_02,CV27_03,CV27_04,CV27_05,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME017,TIME018,TIME019,TIME020,TIME021,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI,DEG_TIME,filter_$
721,,,base,interview,2021-06-24 18:12:14,20,weiblich,bei meinen Eltern.,,nicht erwerbstätig.,,Deutsch,äußerst wichtig,äußerst wichtig,,,GS,EN,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,25.0,20.0,5.0,MS,3,Mai 2021,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft zu,trifft zu,trifft eher nicht zu,teils/teils,trifft zu,,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,trifft voll zu,3.0,3.0,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,sehr häufig,sehr häufig,sehr häufig,3.0,sehr häufig,5.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,sehr häufig,4.0,4.0,4.0,4.0,4.0,4.0,trifft eher nicht zu,trifft nicht zu,trifft eher zu,trifft eher nicht zu,trifft eher zu,trifft zu,trifft eher zu,trifft eher zu,trifft zu,teils/teils,trifft eher zu,teils/teils,,,A,E,L,29,B,7.0,72.0,44.0,,49.0,23.0,32.0,28.0,32.0,59.0,500.0,,,,,,,,61.0,31.0,938.0,,2021-06-24 18:27:52,ausgefüllt,Teilnehmer,21.0,21.0,5.0,1.0,,8.0,Not Selected
149,,,base,interview,2021-06-15 09:17:53,20,männlich,bei meinen Eltern.,,nicht erwerbstätig.,,Deutsch,äußerst wichtig,äußerst wichtig,,,GW,GS,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,20.0,3.0,2.0,"BMHS (z. B. HTL, HAK, ...)",3,Mai 2021,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,teils/teils,teils/teils,trifft nicht zu,trifft eher nicht zu,teils/teils,,trifft voll zu,trifft voll zu,trifft voll zu,2.0,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,2.0,2.0,3.0,2.0,trifft voll zu,2.0,3.0,trifft voll zu,3.0,trifft gar nicht zu,2.0,trifft gar nicht zu,trifft gar nicht zu,trifft voll zu,3.0,3.0,sehr häufig,sehr häufig,4.0,2.0,sehr häufig,sehr häufig,3.0,3.0,2.0,3.0,4.0,4.0,nie,2.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft eher zu,trifft nicht zu,trifft zu,trifft eher nicht zu,trifft eher zu,trifft eher nicht zu,trifft eher zu,trifft zu,teils/teils,trifft nicht zu,trifft eher zu,trifft nicht zu,,,C,F,G,13,g,3.0,24.0,42.0,,56.0,28.0,29.0,54.0,49.0,81.0,138.0,,,,,,,,63.0,34.0,601.0,,2021-06-15 09:27:54,ausgefüllt,Teilnehmer,21.0,21.0,5.0,1.0,,7.0,Not Selected
483,,,base,interview,2021-06-17 12:19:01,20,männlich,bei meinen Eltern.,,nicht erwerbstätig.,,Deutsch,äußerst wichtig,3.0,,,CH,GS,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,35.0,10.0,2.0,AHS,3,April 2021,3.0,trifft voll zu,3.0,trifft voll zu,3.0,trifft eher zu,teils/teils,teils/teils,trifft zu,trifft zu,,trifft voll zu,3.0,trifft voll zu,trifft voll zu,2.0,2.0,trifft voll zu,trifft voll zu,trifft voll zu,2.0,trifft voll zu,3.0,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,2.0,3.0,trifft voll zu,trifft voll zu,3.0,3.0,sehr häufig,4.0,nie,4.0,2.0,4.0,5.0,4.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,2.0,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,trifft voll zu,trifft nicht zu,trifft eher zu,teils/teils,trifft eher zu,trifft zu,trifft eher zu,trifft zu,trifft nicht zu,trifft eher nicht zu,trifft nicht zu,trifft eher nicht zu,trifft nicht zu,,,E,J,F,7,B,4.0,47.0,45.0,,50.0,31.0,24.0,50.0,49.0,74.0,155.0,,,,,,,,57.0,58.0,644.0,,2021-06-17 12:29:45,ausgefüllt,Teilnehmer,21.0,21.0,5.0,1.0,,4.0,Not Selected
333,,,base,interview,2021-06-15 15:27:37,20,weiblich,bei meinen Eltern.,,nicht erwerbstätig.,,Deutsch,äußerst wichtig,3.0,,,EH,DE,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,20.0,5.0,2.0,MS,3,Mai 2021,3.0,3.0,2.0,trifft voll zu,3.0,trifft eher zu,trifft eher zu,trifft eher nicht zu,trifft zu,trifft zu,,trifft voll zu,trifft voll zu,3.0,3.0,2.0,trifft voll zu,2.0,trifft voll zu,3.0,trifft gar nicht zu,trifft voll zu,3.0,trifft voll zu,3.0,3.0,3.0,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,3.0,3.0,3.0,5.0,4.0,nie,5.0,4.0,5.0,sehr häufig,4.0,5.0,2.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,sehr häufig,sehr häufig,sehr häufig,5.0,4.0,4.0,4.0,3.0,5.0,5.0,trifft nicht zu,trifft nicht zu,teils/teils,trifft nicht zu,teils/teils,trifft eher zu,trifft eher nicht zu,teils/teils,teils/teils,trifft eher nicht zu,trifft zu,trifft eher nicht zu,,,M,S,L,22,B,30.0,36.0,31.0,,47.0,34.0,52.0,44.0,45.0,66.0,134.0,,,,,,,,58.0,36.0,613.0,,2021-06-15 15:37:50,ausgefüllt,Teilnehmer,21.0,21.0,5.0,1.0,,3.0,Not Selected
577,,,base,interview,2021-06-22 09:54:03,20,männlich,alleine.,,nicht erwerbstätig.,,Deutsch,äußerst wichtig,6.0,,,GS,EN,1,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,20.0,10.0,2.0,MS,3,April 2021,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft eher zu,teils/teils,teils/teils,teils/teils,trifft eher nicht zu,,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,3.0,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,4.0,3.0,3.0,3.0,5.0,2.0,4.0,5.0,4.0,nie,nie,2.0,3.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,2.0,nie,nie,2.0,3.0,2.0,2.0,trifft gar nicht zu,trifft gar nicht zu,trifft zu,trifft nicht zu,teils/teils,trifft eher nicht zu,teils/teils,trifft eher nicht zu,trifft nicht zu,trifft nicht zu,trifft eher nicht zu,teils/teils,trifft eher zu,trifft nicht zu,,,S,M,E,12,B,16.0,35.0,65.0,,45.0,31.0,60.0,48.0,63.0,113.0,134.0,,,,,,,,54.0,30.0,694.0,,2021-06-22 10:05:37,ausgefüllt,Teilnehmer,21.0,21.0,5.0,1.0,,3.0,Not Selected
175,,,base,interview,2021-06-15 09:43:55,20,männlich,mit meinem*meiner Parnter*in.,,nicht erwerbstätig.,,Deutsch,äußerst wichtig,5.0,,,GS,CH,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,21.0,6.0,2.0,MS,3,Juni 2021,trifft voll zu,3.0,3.0,trifft voll zu,trifft voll zu,trifft eher zu,trifft eher zu,trifft eher nicht zu,trifft zu,trifft zu,,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,3.0,trifft voll zu,5.0,5.0,2.0,4.0,5.0,5.0,sehr häufig,4.0,4.0,sehr häufig,2.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,4.0,5.0,5.0,sehr häufig,3.0,2.0,5.0,trifft gar nicht zu,3.0,3.0,trifft nicht zu,trifft nicht zu,trifft eher zu,teils/teils,trifft nicht zu,trifft eher zu,trifft eher nicht zu,trifft eher zu,teils/teils,trifft eher nicht zu,trifft nicht zu,trifft eher nicht zu,,,D,W,D,6,B,149.0,34.0,42.0,,50.0,30.0,37.0,36.0,37.0,73.0,151.0,,,,,,,,65.0,46.0,606.0,,2021-06-15 09:56:25,ausgefüllt,Teilnehmer,21.0,21.0,5.0,1.0,,2.0,Not Selected
494,,,base,interview,2021-06-17 16:30:59,20,männlich,bei meinen Eltern.,,nicht erwerbstätig.,,Deutsch,6.0,6.0,,,PH,MA,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,26.0,5.0,2.0,AHS,3,April 2021,3.0,3.0,2.0,3.0,trifft voll zu,trifft eher nicht zu,trifft eher nicht zu,trifft nicht zu,trifft eher zu,trifft eher zu,,3.0,2.0,3.0,3.0,trifft gar nicht zu,3.0,2.0,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,trifft voll zu,3.0,2.0,2.0,trifft voll zu,trifft voll zu,trifft voll zu,3.0,2.0,trifft voll zu,trifft voll zu,trifft voll zu,5.0,4.0,sehr häufig,3.0,5.0,5.0,5.0,5.0,3.0,nie,nie,nie,2.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,sehr häufig,sehr häufig,2.0,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,teils/teils,teils/teils,trifft eher zu,teils/teils,trifft zu,teils/teils,,,A,M,J,02,B,4.0,44.0,73.0,,71.0,62.0,39.0,64.0,49.0,73.0,191.0,,,,,,,,47.0,45.0,762.0,,2021-06-17 16:43:41,ausgefüllt,Teilnehmer,21.0,21.0,5.0,1.0,,2.0,Not Selected
258,,,base,interview,2021-06-15 11:19:06,20,weiblich,bei meinen Eltern.,,gelegentlich während des Semesters erwerbstätig.,10-15,Deutsch,äußerst wichtig,5.0,,,PuP,MA,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,20.0,3.0,2.0,MS,3,Mai 2021,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft eher zu,trifft eher zu,trifft zu,trifft zu,trifft eher zu,,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,sehr häufig,sehr häufig,4.0,nie,4.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,3.0,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,trifft nicht zu,trifft nicht zu,teils/teils,trifft nicht zu,teils/teils,teils/teils,teils/teils,teils/teils,teils/teils,trifft nicht zu,teils/teils,trifft zu,,,P,F,S,09,B,12.0,50.0,52.0,,67.0,32.0,31.0,53.0,39.0,337.0,111.0,,,,,,,,67.0,37.0,888.0,,2021-06-15 11:33:55,ausgefüllt,Teilnehmer,21.0,21.0,4.0,1.0,,2.0,Not Selected
528,,,base,interview,2021-06-19 07:48:53,20,weiblich,bei meinen Eltern.,,nicht erwerbstätig.,,Deutsch,äußerst wichtig,gar nicht wichtig,,,BU,KR,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,20.0,6.0,2.0,MS,6,Mai 2021,3.0,trifft voll zu,3.0,3.0,3.0,trifft eher zu,trifft eher zu,trifft eher zu,trifft zu,trifft eher nicht zu,,3.0,2.0,2.0,3.0,2.0,trifft gar nicht zu,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,trifft voll zu,trifft voll zu,2.0,3.0,trifft voll zu,2.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,sehr häufig,2.0,3.0,nie,2.0,nie,nie,nie,nie,nie,3.0,2.0,3.0,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,sehr häufig,5.0,sehr häufig,4.0,4.0,5.0,5.0,5.0,trifft voll zu,teils/teils,teils/teils,trifft eher nicht zu,trifft nicht zu,trifft eher zu,trifft eher zu,trifft eher zu,teils/teils,trifft eher zu,trifft eher zu,teils/teils,trifft eher nicht zu,,,J,T,E,09,b,7.0,39.0,45.0,,87.0,34.0,30.0,61.0,42.0,68.0,137.0,,,,,,,,67.0,41.0,658.0,,2021-06-19 07:59:51,ausgefüllt,Teilnehmer,21.0,21.0,5.0,1.0,,1.0,Not Selected
495,,,base,interview,2021-06-17 16:31:25,20,männlich,bei meinen Eltern.,,nicht erwerbstätig.,,Deutsch,6.0,5.0,,Sonstiges,PH,MA,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,30.0,8.0,2.0,MS,3,April 2021,3.0,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft eher zu,trifft eher zu,trifft eher zu,trifft zu,trifft eher nicht zu,,trifft voll zu,trifft voll zu,trifft voll zu,3.0,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,5.0,5.0,5.0,nie,4.0,5.0,4.0,4.0,5.0,2.0,2.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,sehr häufig,5.0,5.0,5.0,5.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft nicht zu,trifft eher zu,teils/teils,teils/teils,trifft nicht zu,trifft nicht zu,teils/teils,trifft eher zu,teils/teils,trifft eher nicht zu,trifft nicht zu,trifft eher nicht zu,,,S,G,B,11,B,4.0,33.0,52.0,,86.0,62.0,42.0,99.0,57.0,87.0,157.0,,,,,,,,89.0,64.0,832.0,,2021-06-17 16:45:17,ausgefüllt,Teilnehmer,21.0,21.0,4.0,1.0,,1.0,Not Selected
625,,,base,interview,2021-06-22 14:07:51,20,weiblich,bei meinen Eltern.,,gelegentlich während des Semesters erwerbstätig.,10,Deutsch,äußerst wichtig,6.0,,,KR,EN,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,22.0,6.0,2.0,AHS,2,Juni 2021,trifft voll zu,trifft voll zu,3.0,3.0,3.0,teils/teils,trifft eher zu,teils/teils,trifft eher zu,trifft eher zu,,trifft voll zu,3.0,3.0,3.0,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,2.0,trifft voll zu,trifft voll zu,trifft voll zu,3.0,3.0,trifft voll zu,trifft voll zu,trifft voll zu,5.0,5.0,4.0,3.0,4.0,3.0,3.0,sehr häufig,4.0,sehr häufig,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,teils/teils,trifft eher nicht zu,teils/teils,trifft eher zu,trifft eher zu,trifft eher nicht zu,teils/teils,trifft zu,trifft zu,trifft eher zu,teils/teils,trifft eher nicht zu,,,C,M,L,20,B,18.0,58.0,41.0,,169.0,28.0,39.0,54.0,55.0,76.0,235.0,,,,,,,,57.0,41.0,871.0,,2021-06-22 14:22:22,ausgefüllt,Teilnehmer,21.0,21.0,4.0,1.0,,1.0,Not Selected
464,,,base,interview,2021-06-17 09:01:27,20,männlich,bei meinen Eltern.,,nicht erwerbstätig.,,Deutsch,äußerst wichtig,6.0,,,MA,ME,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,24.0,6.0,2.0,MS,6,Mai 2021,3.0,3.0,2.0,3.0,3.0,trifft zu,trifft zu,trifft nicht zu,trifft eher zu,trifft zu,,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,2.0,2.0,trifft voll zu,trifft voll zu,trifft gar nicht zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,3.0,3.0,trifft voll zu,3.0,2.0,trifft voll zu,trifft voll zu,3.0,3.0,sehr häufig,sehr häufig,4.0,2.0,nie,4.0,4.0,sehr häufig,sehr häufig,sehr häufig,5.0,3.0,nie,2.0,4.0,nie,2.0,3.0,2.0,nie,nie,nie,2.0,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,sehr häufig,5.0,4.0,4.0,4.0,2.0,trifft voll zu,trifft nicht zu,trifft nicht zu,trifft eher nicht zu,trifft nicht zu,trifft eher nicht zu,teils/teils,trifft eher nicht zu,trifft zu,trifft eher zu,trifft zu,teils/teils,trifft nicht zu,,,C,J,D,01,B,50.0,50.0,74.0,,45.0,34.0,69.0,75.0,87.0,85.0,215.0,,,,,,,,71.0,71.0,881.0,,2021-06-17 09:16:53,ausgefüllt,Teilnehmer,21.0,21.0,5.0,1.0,,1.0,Not Selected
613,,,base,interview,2021-06-22 14:07:43,20,weiblich,bei meinen Eltern.,,gelegentlich während des Semesters erwerbstätig.,10,Deutsch,äußerst wichtig,äußerst wichtig,,,BU,DE,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,20.0,5.0,2.0,MS,3,Juni 2021,3.0,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft eher zu,trifft zu,trifft zu,trifft eher nicht zu,trifft eher nicht zu,Komme aus NÖ und i hatte immer sehr lange Anfahrtszeiten.,trifft voll zu,trifft voll zu,3.0,3.0,trifft gar nicht zu,trifft gar nicht zu,3.0,trifft voll zu,trifft voll zu,2.0,3.0,3.0,2.0,3.0,trifft gar nicht zu,trifft voll zu,trifft voll zu,trifft voll zu,3.0,3.0,trifft voll zu,trifft voll zu,trifft voll zu,sehr häufig,4.0,3.0,4.0,nie,4.0,5.0,,3.0,nie,4.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,3.0,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,nie,3.0,3.0,3.0,5.0,2.0,trifft gar nicht zu,teils/teils,trifft eher nicht zu,trifft eher nicht zu,teils/teils,trifft eher nicht zu,trifft eher nicht zu,teils/teils,trifft nicht zu,trifft eher zu,trifft nicht zu,trifft eher zu,teils/teils,,,S,S,J,20,G,11.0,52.0,40.0,,58.0,32.0,49.0,51.0,43.0,68.0,165.0,,,,,,,,60.0,46.0,675.0,,2021-06-22 14:18:58,ausgefüllt,Teilnehmer,21.0,21.0,4.0,1.0,,0.0,Not Selected
572,,,base,interview,2021-06-22 09:53:48,20,männlich,bei meinen Eltern.,,nicht erwerbstätig.,,Deutsch,6.0,äußerst wichtig,,,GS,EN,2,ja,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,27.0,9.0,2.0,AHS,3,Mai 2021,3.0,trifft voll zu,3.0,3.0,trifft voll zu,trifft eher zu,trifft eher zu,trifft eher nicht zu,teils/teils,trifft eher zu,,trifft voll zu,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,2.0,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,2.0,4.0,4.0,nie,5.0,4.0,3.0,5.0,5.0,3.0,nie,2.0,3.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,trifft nicht zu,trifft nicht zu,teils/teils,trifft eher zu,teils/teils,trifft eher nicht zu,trifft eher nicht zu,trifft eher zu,trifft eher zu,trifft eher nicht zu,trifft nicht zu,teils/teils,,,M,G,J,24,B,8.0,53.0,72.0,,95.0,42.0,41.0,64.0,58.0,94.0,218.0,,,,,,,,95.0,49.0,889.0,,2021-06-22 10:08:37,ausgefüllt,Teilnehmer,21.0,21.0,5.0,1.0,,0.0,Not Selected
