CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI,DEG_TIME,SC01,SD01_01,SD02,SD03_01,SD04,SD05,SD06,SD08_01,SD08_02,SD08_03,SD08_04,SD08_05,SD08_06,SD08_07,SD09,LV03_01,SW01_01,SW01_02,SW01_03,SW01_04,SW01_05,RS01_01,RS01_02,RS01_03,RS01_04,RS01_05,RS01_06,RS01_07,RS01_08,RS01_09,RS01_10,RS01_11,RS01_12,RS01_13,BE01_01,BE01_02,BE01_03,BE01_04,BE01_05,BE01_06,BE01_07,BE01_08,BE01_09,BE01_10,BE01_11,BE01_12,BE02_01,BE02_02,BE02_03,BE02_04,BE02_05,BE02_06,BE02_07,BL01_01,BL01_02,BL01_03,BL01_04,BL03_01,BL03_02,BL03_03,BL03_04,BL03_05,BL03_06,BL03_07,BL03_08,EN01_01,CO01_01,SC03,SC04,SD10,LV01_01,LV02,IP01,IP06_01,IP06_02,IP06_03,IP06_04,IP06_05,BE03_01,BL02_01,BL02_02,BL02_03,BL02_04,BL04_01,BL04_02,BL04_03,BL04_04,BL04_05,BL04_06,BL04_07,BL04_08,BL04_09,SD07_01,IP02_01,IP02_02,IP02_03,IP02_04,IP02_05,IP02_06,IP03_01,IP04,IP05_01,PP01_01,PP01_02,PP01_03,PP01_04,PP01_05,PP01_06,PP01_07,PP01_08,PP01_09,PP01_10,PP02_01,PP02_02,PP02_03,PP02_04,PP02_05,TP01_01,TP01_02,TP01_03,TP01_04,TP01_05,TP01_06,TP01_07,TP03_01,TP03_02,TP03_03,TP03_04,TP03_05,BL05_01,BL05_02,BL05_03,BL05_04,BL05_05,BL05_06,BL05_07,BL05_08,BL05_09,TP02_01,TP02_02,TP02_03,TP02_04,TP02_05,TP02_06,TP02_07,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME016,TIME017,TIME018,TIME019,TIME020,TIME021,TIME022,TIME023,TIME024,TIME025,TIME026,TIME027,TIME028,TIME029,TIME030,TIME031,TIME032,TIME_SUM,MAILSENT,LASTDATA
448,,,base,interview,2023-05-10 08:08:38,ausgefüllt,Teilnehmer,32.0,32.0,1.0,0.0,0.56,1.0,Ja,22.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2020/21,Ich bin anderweitig erwerbstätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,noch nicht absolviert,ja,32.0,trifft voll zu,trifft voll zu,4.0,5.0,5.0,6.0,ja Ich stimme völlig zu,6.0,5.0,ja Ich stimme völlig zu,5.0,6.0,6.0,6.0,5.0,6.0,ja Ich stimme völlig zu,6.0,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,5.0,4.0,3.0,3.0,3.0,3.0,2.0,trifft zu,2.0,3.0,3.0,trifft zu,3.0,5.0,5.0,4.0,5.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,2.0,4.0,,SSJ20G,Eher Nein,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,4.0,5.0,5.0,5.0,4.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,4.0,5.0,trifft voll und ganz zu,4.0,3.0,3.0,4.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,5.0,5.0,4.0,5.0,5.0,trifft zu,trifft zu,3.0,trifft zu,trifft zu,trifft zu,3.0,2.0,trifft zu,,,,,,,,205.0,15.0,31.0,5.0,67.0,33.0,13.0,24.0,9.0,,,255.0,,,,,50.0,48.0,45.0,1331.0,115.0,160.0,,66.0,24.0,30.0,,62.0,76.0,22.0,58.0,22.0,920.0,,2023-05-10 08:54:45
529,,,base,interview,2023-05-11 09:05:32,ausgefüllt,Teilnehmer,32.0,32.0,1.0,1.0,0.73,0.0,Ja,21.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin anderweitig erwerbstätig.,Praktikum absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,nein,30.5,5.0,trifft voll zu,5.0,4.0,5.0,3.0,6.0,4.0,5.0,3.0,3.0,5.0,5.0,6.0,5.0,6.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,trifft voll und ganz zu,4.0,3.0,4.0,5.0,5.0,5.0,2.0,trifft zu,trifft nicht zu,trifft zu,3.0,trifft zu,3.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,2.0,4.0,,IFV12B,Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,8.0,12.0,10.0,28.0,25.0,26.0,17.0,6.0,,,18.0,,,,,32.0,,,76.0,88.0,26.0,,,,24.0,,49.0,,21.0,40.0,22.0,565.0,,2023-05-11 09:14:57
347,,,base,interview,2023-05-09 07:10:45,ausgefüllt,Teilnehmer,32.0,32.0,1.0,1.0,1.11,8.0,Ja,23.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2019/20,Ich bin anderweitig erwerbstätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,durch Anerkennung von Unterichtstätigkeit,nein,30.0,5.0,5.0,4.0,4.0,4.0,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,6.0,6.0,ja Ich stimme völlig zu,6.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,3.0,2.0,3.0,3.0,2.0,2.0,trifft zu,trifft nicht zu,trifft zu,3.0,trifft zu,trifft zu,4.0,4.0,3.0,2.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,3.0,4.0,3.0,,KKC22b,Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,7.0,4.0,4.0,20.0,9.0,10.0,18.0,7.0,,,10.0,,,,,34.0,,,43.0,75.0,24.0,,,,16.0,,59.0,,7.0,26.0,19.0,400.0,,2023-05-09 07:17:25
764,,,base,interview,2023-05-17 11:12:05,ausgefüllt,Teilnehmer,32.0,32.0,0.0,0.0,0.93,4.0,Ja,20.0,männlich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin anderweitig erwerbstätig.,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,ja,25.0,5.0,5.0,3.0,5.0,5.0,5.0,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,6.0,6.0,ja Ich stimme völlig zu,6.0,6.0,5.0,6.0,6.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,trifft zu,2.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,4.0,stimme vollständig zu,4.0,stimme vollständig zu,4.0,4.0,2.0,4.0,Es wäre super wenn man das Sportstudium rein in Linz absolvieren könnte!,SCJ20B,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,4.0,4.0,3.0,4.0,4.0,5.0,4.0,trifft voll und ganz zu,5.0,5.0,trifft voll und ganz zu,5.0,4.0,3.0,4.0,trifft voll und ganz zu,5.0,5.0,5.0,4.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,3.0,3.0,trifft zu,,,,,,,,461.0,7.0,8.0,6.0,20.0,8.0,12.0,19.0,8.0,,,16.0,,,,,33.0,39.0,31.0,52.0,79.0,28.0,,50.0,24.0,19.0,,31.0,31.0,34.0,31.0,18.0,615.0,,2023-05-17 11:29:50
843,,,base,interview,2023-05-22 18:32:23,ausgefüllt,Teilnehmer,32.0,32.0,2.0,1.0,1.44,26.0,Ja,34.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin anderweitig erwerbstätig.,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,ja,16.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,5.0,ja Ich stimme völlig zu,6.0,6.0,6.0,5.0,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,5.0,5.0,5.0,5.0,trifft voll und ganz zu,4.0,5.0,4.0,5.0,,5.0,5.0,2.0,2.0,trifft nicht zu,trifft zu,trifft zu,trifft zu,3.0,2.0,2.0,2.0,2.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,3.0,stimme vollständig zu,2.0,,EMS25B,Eher Ja,"Manchmal habe ich irgendetwas geklickt, weil ich unmotiviert war oder mich einfach nicht ausgekannt habe.",,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,4.0,trifft voll und ganz zu,trifft voll und ganz zu,4.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,,,,,,,,12.0,6.0,10.0,6.0,5.0,18.0,7.0,14.0,6.0,,,21.0,,,,,26.0,55.0,22.0,48.0,67.0,25.0,,12.0,9.0,19.0,,26.0,11.0,3.0,30.0,17.0,475.0,,2023-05-22 18:40:19
524,,,base,interview,2023-05-11 09:05:29,ausgefüllt,Teilnehmer,32.0,32.0,5.0,4.0,0.8,2.0,Ja,19.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin anderweitig erwerbstätig.,Praktikum absolviert,Praktikum absolviert,,,,,,ja,20.0,trifft voll zu,trifft voll zu,5.0,5.0,trifft voll zu,5.0,ja Ich stimme völlig zu,5.0,ja Ich stimme völlig zu,6.0,3.0,5.0,4.0,4.0,6.0,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,4.0,2.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,3.0,trifft voll und ganz zu,5.0,2.0,trifft zu,3.0,trifft zu,3.0,trifft zu,3.0,trifft gar nicht zu,trifft gar nicht zu,4.0,trifft gar nicht zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,4.0,4.0,4.0,Nein,MAH04B,Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,4.0,trifft voll und ganz zu,3.0,4.0,trifft voll und ganz zu,5.0,trifft gar nicht zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft gar nicht zu,trifft voll und ganz zu,4.0,4.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft zu,trifft zu,trifft zu,trifft zu,3.0,trifft zu,2.0,trifft nicht zu,3.0,,,,,,,,39.0,10.0,9.0,12.0,14.0,11.0,11.0,14.0,13.0,,,179.0,,,,,40.0,62.0,25.0,68.0,83.0,31.0,,68.0,20.0,36.0,,54.0,80.0,7.0,32.0,21.0,770.0,,2023-05-11 09:21:08
1042,,,base,interview,2023-05-24 16:37:54,ausgefüllt,Teilnehmer,32.0,32.0,11.0,10.0,0.87,5.0,Ja,34.0,weiblich,1.0,HLG Quereinstieg,,Ich bin an einer Schule als Lehrkraft tätig und anderweitig erwerbstätig.,,,,,,,,,11.5,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,5.0,5.0,5.0,5.0,5.0,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,trifft zu,2.0,trifft zu,trifft zu,trifft zu,trifft zu,trifft voll und ganz zu,trifft voll und ganz zu,3.0,3.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,4.0,4.0,stimme vollständig zu,4.0,,KET31G,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",MS,10.0,ausschließlich in meinen studierten Fächern,Ich bin gerade in der Induktionsphase.,trifft voll und ganz zu,trifft voll und ganz zu,,trifft voll und ganz zu,,3.0,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft zu,3.0,trifft zu,trifft zu,2.0,trifft zu,,trifft zu,trifft zu,3.0,häufig,häufig,,häufig,nie,,,überwiegend in anderen Fächern,ja,,,,trifft voll und ganz zu,trifft voll und ganz zu,,,,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,3.0,3.0,3.0,trifft voll und ganz zu,,,,,,,,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,46.0,7.0,7.0,3.0,,14.0,8.0,,,7.0,15.0,137.0,5.0,33.0,14.0,86.0,51.0,40.0,33.0,62.0,73.0,38.0,23.0,52.0,46.0,26.0,26.0,50.0,53.0,4.0,50.0,24.0,844.0,,2023-05-24 16:55:07
283,,,base,interview,2023-05-08 17:37:43,ausgefüllt,Teilnehmer,32.0,32.0,1.0,1.0,1.0,6.0,Ja,22.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2019/20,Ich bin anderweitig erwerbstätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,nein,38.0,4.0,5.0,5.0,4.0,5.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,6.0,6.0,6.0,6.0,5.0,6.0,ja Ich stimme völlig zu,6.0,trifft voll und ganz zu,4.0,5.0,4.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,4.0,4.0,3.0,4.0,3.0,3.0,trifft zu,2.0,trifft zu,trifft zu,trifft zu,2.0,5.0,2.0,4.0,3.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,4.0,stimme vollständig zu,3.0,4.0,stimme vollständig zu,,BHN02B,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,7.0,7.0,12.0,12.0,15.0,19.0,6.0,,,8.0,,,,,31.0,,,120.0,82.0,35.0,,,,34.0,,36.0,,4.0,26.0,24.0,492.0,,2023-05-08 17:45:55
1021,,,base,interview,2023-05-24 15:44:04,ausgefüllt,Teilnehmer,32.0,32.0,0.0,0.0,0.99,5.0,Ja,27.0,männlich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2020/21,Ich bin anderweitig erwerbstätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,nein,36.0,4.0,5.0,4.0,5.0,5.0,4.0,6.0,5.0,3.0,4.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,3.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,2.0,4.0,4.0,4.0,5.0,trifft nicht zu,trifft zu,2.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,trifft voll und ganz zu,4.0,stimme vollständig zu,stimme vollständig zu,4.0,4.0,stimme vollständig zu,3.0,4.0,"warum muss das studium durch den organisatorischen aufwand(der meist mehr als unbegründet erscheint) so unglaublich erschwert werden, es fühlt sich oft so an als würde man unnötig schikaniert werden(stofflich ist das studium sonst durchaus im rahmen)",GMP28B,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,6.0,8.0,4.0,16.0,10.0,8.0,11.0,4.0,,,14.0,,,,,37.0,,,62.0,135.0,34.0,,,,19.0,,47.0,,175.0,34.0,20.0,485.0,,2023-05-24 15:54:59
822,,,base,interview,2023-05-19 15:48:11,ausgefüllt,Teilnehmer,32.0,32.0,6.0,4.0,1.01,6.0,Ja,19.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin anderweitig erwerbstätig.,Praktikum absolviert,Praktikum absolviert,,,,,,ja,35.0,5.0,5.0,4.0,5.0,5.0,6.0,ja Ich stimme völlig zu,5.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,5.0,5.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,6.0,5.0,5.0,trifft voll und ganz zu,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,2.0,4.0,4.0,3.0,4.0,3.0,trifft zu,3.0,trifft zu,3.0,trifft zu,3.0,5.0,4.0,5.0,4.0,4.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,3.0,4.0,4.0,,RJE08B,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,trifft voll und ganz zu,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,4.0,4.0,5.0,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,5.0,5.0,5.0,trifft voll und ganz zu,trifft zu,trifft zu,trifft zu,trifft nicht zu,3.0,2.0,2.0,3.0,3.0,,,,,,,,8.0,8.0,10.0,7.0,10.0,20.0,6.0,11.0,7.0,,,14.0,,,,,41.0,52.0,37.0,61.0,75.0,28.0,,36.0,38.0,20.0,,38.0,39.0,5.0,30.0,24.0,625.0,,2023-05-19 15:58:36
584,,,base,interview,2023-05-11 15:38:46,ausgefüllt,Teilnehmer,32.0,32.0,1.0,0.0,0.88,4.0,Ja,23.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2019/20,Ich bin anderweitig erwerbstätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,ja,34.0,3.0,4.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,6.0,6.0,trifft voll und ganz zu,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,trifft nicht zu,2.0,trifft nicht zu,trifft zu,2.0,trifft zu,trifft nicht zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,4.0,stimme vollständig zu,4.0,4.0,4.0,stimme gar nicht zu,3.0,3.0,,MHD10G,Nein,"Manchmal habe ich irgendetwas geklickt, weil ich unmotiviert war oder mich einfach nicht ausgekannt habe.",,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,trifft voll und ganz zu,4.0,trifft voll und ganz zu,4.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,5.0,trifft voll und ganz zu,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,4.0,5.0,4.0,5.0,3.0,3.0,trifft zu,3.0,3.0,2.0,3.0,trifft nicht zu,trifft nicht zu,,,,,,,,6.0,12.0,16.0,5.0,15.0,14.0,6.0,28.0,16.0,,,8.0,,,,,41.0,57.0,37.0,83.0,95.0,35.0,,55.0,36.0,16.0,,63.0,48.0,6.0,37.0,32.0,767.0,,2023-05-11 15:51:33
1084,,,base,interview,2023-05-25 00:28:47,ausgefüllt,Teilnehmer,32.0,32.0,2.0,1.0,1.13,11.0,Ja,25.0,männlich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2019/20,Ich bin anderweitig erwerbstätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,,ja,20.0,5.0,2.0,3.0,3.0,5.0,6.0,6.0,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,2.0,6.0,6.0,4.0,6.0,6.0,4.0,5.0,5.0,4.0,4.0,trifft voll und ganz zu,5.0,5.0,5.0,5.0,5.0,5.0,5.0,trifft zu,3.0,2.0,3.0,trifft nicht zu,trifft zu,trifft zu,2.0,2.0,trifft gar nicht zu,trifft gar nicht zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,4.0,stimme gar nicht zu,2.0,stimme gar nicht zu,,CMD02G,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,5.0,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,2.0,4.0,trifft gar nicht zu,trifft gar nicht zu,trifft voll und ganz zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,2.0,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,2.0,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft zu,trifft zu,trifft zu,3.0,trifft nicht zu,trifft nicht zu,3.0,3.0,trifft nicht zu,,,,,,,,12.0,6.0,5.0,4.0,11.0,20.0,5.0,15.0,9.0,,,7.0,,,,,50.0,55.0,39.0,64.0,70.0,26.0,,26.0,13.0,18.0,,40.0,44.0,4.0,45.0,31.0,619.0,,2023-05-25 00:39:07
939,,,base,interview,2023-05-24 13:47:03,ausgefüllt,Teilnehmer,32.0,32.0,0.0,0.0,0.85,4.0,Ja,25.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2017/18,Ich bin anderweitig erwerbstätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,nein,22.0,5.0,4.0,4.0,5.0,5.0,6.0,ja Ich stimme völlig zu,6.0,5.0,6.0,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,6.0,6.0,6.0,6.0,ja Ich stimme völlig zu,5.0,5.0,5.0,5.0,trifft voll und ganz zu,4.0,5.0,2.0,4.0,4.0,3.0,3.0,2.0,trifft zu,3.0,trifft zu,3.0,trifft zu,2.0,4.0,5.0,3.0,3.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,4.0,stimme vollständig zu,4.0,"Organisation vereinfachen, Studierbarkeit mit Job verbessern, Hybridlehre oder Aufzeichnungen",MFL10B,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,7.0,6.0,4.0,13.0,25.0,11.0,16.0,5.0,,,8.0,,,,,31.0,,,57.0,107.0,52.0,,,,24.0,,41.0,,82.0,70.0,42.0,637.0,,2023-05-24 13:57:40
